X,Y,Z
38,52,36
38,52,43
38,52,44
38,52,45
38,52,50
38,52,51
38,52,52
38,52,53
38,53,30
38,53,31
38,53,32
38,53,33
38,53,34
38,53,35
38,53,36
38,53,41
38,53,42
38,53,43
38,53,44
38,53,45
38,53,50
38,53,51
38,53,52
38,54,31
38,54,32
38,54,33
38,54,34
38,54,35
38,54,36
38,54,37
38,54,39
38,54,40
38,54,41
38,54,42
38,54,43
38,54,44
38,54,45
38,54,50
38,54,51
38,54,52
38,54,56
38,55,32
38,55,33
38,55,34
38,55,35
38,55,36
38,55,37
38,55,38
38,55,39
38,55,40
38,55,41
38,55,42
38,55,43
38,55,44
38,55,45
38,55,50
38,55,51
38,55,52
38,56,33
38,56,34
38,56,35
38,56,36
38,56,37
38,56,38
38,56,39
38,56,40
38,56,41
38,56,42
38,56,43
38,56,44
38,56,45
38,56,49
38,56,50
38,56,51
38,56,52
38,57,33
38,57,34
38,57,35
38,57,36
38,57,37
38,57,38
38,57,39
38,57,40
38,57,41
38,57,42
38,57,43
38,57,44
38,57,45
38,57,48
38,57,49
38,57,50
38,57,51
38,57,52
38,58,33
38,58,34
38,58,35
38,58,36
38,58,37
38,58,38
38,58,39
38,58,40
38,58,41
38,58,42
38,58,43
38,58,44
38,58,45
38,58,46
38,58,47
38,58,48
38,58,49
38,58,50
38,58,51
38,58,52
38,59,34
38,59,35
38,59,36
38,59,37
38,59,38
38,59,39
38,59,40
38,59,41
38,59,42
38,59,43
38,59,44
38,59,45
38,59,46
38,59,47
38,59,48
38,59,49
38,59,50
38,59,51
38,59,52
38,60,34
38,60,35
38,60,36
38,60,37
38,60,38
38,60,39
38,60,40
38,60,41
38,60,42
38,60,43
38,60,44
38,60,45
38,60,46
38,60,47
38,60,48
38,60,49
38,60,50
38,60,51
38,60,52
38,61,35
38,61,36
38,61,37
38,61,38
38,61,39
38,61,40
38,61,41
38,61,42
38,61,43
38,61,44
38,61,45
38,61,46
38,61,47
38,61,48
38,61,49
38,61,50
38,61,51
38,61,52
38,62,36
38,62,37
38,62,38
38,62,39
38,62,40
38,62,41
38,62,42
38,62,43
38,62,44
38,62,45
38,62,46
38,62,47
38,62,48
38,62,49
38,62,50
38,62,51
38,62,52
38,63,36
38,63,37
38,63,38
38,63,39
38,63,40
38,63,41
38,63,42
38,63,43
38,63,44
38,63,45
38,63,46
38,63,47
38,63,48
38,63,49
38,63,50
38,63,51
38,63,52
38,64,38
38,64,39
38,64,40
38,64,41
38,64,42
38,64,43
38,64,44
38,64,45
38,64,46
38,64,47
38,64,48
38,64,49
38,64,50
38,64,51
38,64,52
38,64,53
38,65,39
38,65,40
38,65,41
38,65,42
38,65,43
38,65,44
38,65,45
38,65,46
38,65,47
38,65,48
38,65,49
38,65,50
38,65,51
38,65,52
38,65,53
38,65,54
38,66,38
38,66,39
38,66,40
38,66,41
38,66,42
38,66,43
38,66,44
38,66,45
38,66,46
38,66,47
38,66,48
38,66,49
38,66,50
38,66,51
38,66,52
38,66,53
38,66,54
38,66,55
38,67,36
38,67,37
38,67,38
38,67,39
38,67,40
38,67,41
38,67,42
38,67,43
38,67,44
38,67,45
38,67,46
38,67,47
38,67,48
38,67,49
38,67,50
38,67,51
38,67,52
38,67,53
38,67,54
38,67,55
38,68,31
38,68,32
38,68,33
38,68,34
38,68,35
38,68,36
38,68,37
38,68,38
38,68,39
38,68,40
38,68,41
38,68,42
38,68,43
38,68,44
38,68,45
38,68,46
38,68,47
38,68,48
38,68,49
38,68,50
38,68,51
38,68,52
38,68,53
38,68,54
38,69,30
38,69,31
38,69,32
38,69,33
38,69,34
38,69,35
38,69,36
38,69,37
38,69,38
38,69,39
38,69,40
38,69,41
38,69,42
38,69,43
38,69,44
38,69,45
38,69,46
38,69,47
38,69,48
38,69,49
38,69,50
38,69,51
38,69,52
38,69,53
38,69,54
38,70,29
38,70,30
38,70,31
38,70,32
38,70,33
38,70,34
38,70,35
38,70,36
38,70,37
38,70,38
38,70,39
38,70,40
38,70,41
38,70,42
38,70,43
38,70,44
38,70,45
38,70,46
38,70,47
38,70,48
38,70,49
38,70,50
38,70,51
38,70,52
38,70,53
38,70,54
38,70,55
38,71,30
38,71,31
38,71,32
38,71,33
38,71,34
38,71,35
38,71,36
38,71,37
38,71,38
38,71,39
38,71,40
38,71,41
38,71,42
38,71,43
38,71,44
38,71,45
38,71,46
38,71,47
38,71,48
38,71,49
38,71,50
38,71,51
38,71,52
38,71,53
38,71,54
38,71,55
38,72,29
38,72,30
38,72,31
38,72,32
38,72,33
38,72,34
38,72,35
38,72,36
38,72,37
38,72,38
38,72,39
38,72,40
38,72,41
38,72,42
38,72,43
38,72,44
38,72,45
38,72,46
38,72,47
38,72,48
38,72,49
38,72,50
38,72,51
38,72,52
38,72,53
38,72,54
38,72,55
38,73,29
38,73,30
38,73,31
38,73,32
38,73,33
38,73,34
38,73,35
38,73,36
38,73,37
38,73,38
38,73,39
38,73,40
38,73,41
38,73,42
38,73,43
38,73,44
38,73,45
38,73,46
38,73,47
38,73,48
38,73,49
38,73,50
38,73,51
38,73,52
38,73,53
38,73,54
38,73,55
38,74,29
38,74,30
38,74,31
38,74,32
38,74,33
38,74,34
38,74,35
38,74,36
38,74,37
38,74,38
38,74,39
38,74,40
38,74,41
38,74,42
38,74,43
38,74,44
38,74,45
38,74,46
38,74,47
38,74,48
38,74,49
38,74,50
38,74,51
38,74,52
38,74,53
38,74,54
38,74,55
38,75,30
38,75,31
38,75,32
38,75,33
38,75,34
38,75,35
38,75,36
38,75,37
38,75,38
38,75,39
38,75,40
38,75,41
38,75,42
38,75,43
38,75,44
38,75,45
38,75,46
38,75,47
38,75,48
38,75,49
38,75,50
38,75,51
38,75,52
38,75,53
38,75,54
38,75,55
38,75,56
38,75,57
38,76,30
38,76,31
38,76,32
38,76,33
38,76,34
38,76,35
38,76,36
38,76,37
38,76,38
38,76,39
38,76,40
38,76,41
38,76,42
38,76,43
38,76,44
38,76,45
38,76,46
38,76,47
38,76,48
38,76,49
38,76,50
38,76,51
38,76,52
38,76,53
38,76,54
38,76,55
38,76,56
38,76,57
38,77,30
38,77,31
38,77,32
38,77,33
38,77,34
38,77,35
38,77,36
38,77,37
38,77,38
38,77,39
38,77,40
38,77,41
38,77,42
38,77,43
38,77,44
38,77,45
38,77,46
38,77,47
38,77,48
38,77,49
38,77,50
38,77,51
38,77,52
38,77,53
38,77,54
38,77,55
38,78,31
38,78,32
38,78,33
38,78,34
38,78,35
38,78,36
38,78,37
38,78,38
38,78,39
38,78,40
38,78,41
38,78,42
38,78,43
38,78,44
38,78,45
38,78,46
38,78,47
38,78,48
38,78,49
38,78,50
38,78,51
38,78,52
38,78,53
38,78,54
38,78,55
38,79,31
38,79,32
38,79,33
38,79,34
38,79,35
38,79,36
38,79,37
38,79,38
38,79,39
38,79,40
38,79,41
38,79,42
38,79,43
38,79,44
38,79,45
38,79,46
38,79,47
38,79,48
38,79,49
38,79,50
38,79,51
38,79,52
38,79,53
38,79,54
38,80,33
38,80,34
38,80,35
38,80,36
38,80,37
38,80,38
38,80,39
38,80,40
38,80,41
38,80,42
38,80,43
38,80,44
38,80,45
38,80,46
38,80,47
38,80,48
38,80,49
38,80,50
38,80,51
38,80,52
38,81,37
38,81,38
38,81,39
38,81,40
38,81,41
38,81,42
38,81,43
38,81,44
38,81,45
38,81,46
38,81,47
38,81,48
38,81,49
38,81,50
38,82,40
38,82,41
38,82,42
38,82,43
38,82,44
38,82,45
38,82,46
38,82,47
39,7,36
39,7,37
39,7,38
39,7,39
39,8,36
39,8,37
39,8,38
39,8,39
39,8,40
39,8,41
39,8,42
39,9,34
39,9,35
39,9,36
39,9,37
39,9,38
39,9,39
39,9,40
39,9,41
39,9,42
39,9,43
39,9,44
39,10,33
39,10,34
39,10,35
39,10,36
39,10,37
39,10,38
39,10,39
39,10,40
39,10,41
39,10,42
39,10,43
39,10,44
39,10,45
39,11,33
39,11,34
39,11,35
39,11,36
39,11,37
39,11,38
39,11,39
39,11,40
39,11,41
39,11,42
39,11,43
39,11,44
39,11,45
39,11,46
39,11,47
39,12,33
39,12,34
39,12,35
39,12,36
39,12,37
39,12,38
39,12,39
39,12,40
39,12,41
39,12,42
39,12,43
39,12,44
39,12,45
39,12,46
39,12,47
39,12,48
39,13,33
39,13,34
39,13,35
39,13,36
39,13,37
39,13,38
39,13,39
39,13,40
39,13,41
39,13,42
39,13,43
39,13,44
39,13,45
39,13,46
39,13,47
39,13,48
39,13,49
39,13,50
39,14,32
39,14,33
39,14,34
39,14,35
39,14,36
39,14,37
39,14,38
39,14,39
39,14,40
39,14,41
39,14,42
39,14,43
39,14,44
39,14,45
39,14,46
39,14,47
39,14,48
39,14,49
39,14,50
39,14,51
39,14,52
39,15,30
39,15,31
39,15,32
39,15,33
39,15,34
39,15,35
39,15,36
39,15,37
39,15,38
39,15,39
39,15,40
39,15,41
39,15,42
39,15,43
39,15,44
39,15,45
39,15,46
39,15,47
39,15,48
39,15,49
39,15,50
39,15,51
39,15,52
39,15,53
39,16,18
39,16,19
39,16,20
39,16,31
39,16,32
39,16,33
39,16,34
39,16,35
39,16,36
39,16,37
39,16,38
39,16,39
39,16,40
39,16,41
39,16,42
39,16,43
39,16,44
39,16,45
39,16,46
39,16,47
39,16,48
39,16,49
39,16,50
39,16,51
39,16,52
39,16,53
39,16,54
39,17,16
39,17,17
39,17,18
39,17,19
39,17,20
39,17,31
39,17,32
39,17,33
39,17,34
39,17,35
39,17,36
39,17,37
39,17,38
39,17,39
39,17,40
39,17,41
39,17,42
39,17,43
39,17,44
39,17,45
39,17,46
39,17,47
39,17,48
39,17,49
39,17,50
39,17,51
39,17,52
39,17,53
39,17,54
39,17,55
39,18,15
39,18,16
39,18,17
39,18,18
39,18,19
39,18,20
39,18,21
39,18,22
39,18,23
39,18,31
39,18,32
39,18,33
39,18,34
39,18,35
39,18,36
39,18,37
39,18,38
39,18,39
39,18,40
39,18,41
39,18,42
39,18,43
39,18,44
39,18,45
39,18,46
39,18,47
39,18,48
39,18,49
39,18,50
39,18,51
39,18,52
39,18,53
39,18,54
39,18,55
39,18,56
39,19,14
39,19,15
39,19,16
39,19,17
39,19,18
39,19,19
39,19,20
39,19,21
39,19,22
39,19,23
39,19,24
39,19,25
39,19,32
39,19,33
39,19,34
39,19,35
39,19,36
39,19,37
39,19,38
39,19,39
39,19,40
39,19,41
39,19,42
39,19,43
39,19,44
39,19,45
39,19,46
39,19,47
39,19,48
39,19,49
39,19,50
39,19,51
39,19,52
39,19,53
39,19,54
39,19,55
39,19,56
39,19,57
39,20,13
39,20,14
39,20,15
39,20,16
39,20,17
39,20,18
39,20,19
39,20,20
39,20,21
39,20,22
39,20,23
39,20,24
39,20,25
39,20,26
39,20,33
39,20,34
39,20,35
39,20,36
39,20,37
39,20,38
39,20,39
39,20,40
39,20,41
39,20,42
39,20,43
39,20,44
39,20,45
39,20,46
39,20,47
39,20,48
39,20,49
39,20,50
39,20,51
39,20,52
39,20,53
39,20,54
39,20,55
39,20,56
39,20,57
39,20,58
39,20,59
39,21,12
39,21,13
39,21,14
39,21,15
39,21,16
39,21,17
39,21,18
39,21,19
39,21,20
39,21,21
39,21,22
39,21,23
39,21,24
39,21,25
39,21,26
39,21,27
39,21,34
39,21,35
39,21,36
39,21,37
39,21,38
39,21,39
39,21,40
39,21,41
39,21,42
39,21,43
39,21,44
39,21,45
39,21,46
39,21,47
39,21,48
39,21,49
39,21,50
39,21,51
39,21,52
39,21,53
39,21,54
39,21,55
39,21,56
39,21,57
39,21,58
39,21,59
39,21,60
39,22,12
39,22,13
39,22,14
39,22,15
39,22,16
39,22,17
39,22,18
39,22,19
39,22,20
39,22,21
39,22,22
39,22,23
39,22,24
39,22,25
39,22,26
39,22,27
39,22,28
39,22,35
39,22,36
39,22,37
39,22,38
39,22,39
39,22,40
39,22,41
39,22,42
39,22,43
39,22,44
39,22,45
39,22,46
39,22,47
39,22,48
39,22,49
39,22,50
39,22,51
39,22,52
39,22,53
39,22,54
39,22,55
39,22,56
39,22,57
39,22,58
39,22,59
39,22,60
39,22,61
39,23,12
39,23,13
39,23,14
39,23,15
39,23,16
39,23,17
39,23,18
39,23,19
39,23,20
39,23,21
39,23,22
39,23,23
39,23,24
39,23,25
39,23,26
39,23,27
39,23,28
39,23,29
39,23,30
39,23,35
39,23,36
39,23,37
39,23,38
39,23,39
39,23,40
39,23,41
39,23,42
39,23,43
39,23,44
39,23,45
39,23,46
39,23,47
39,23,48
39,23,49
39,23,50
39,23,51
39,23,52
39,23,53
39,23,54
39,23,55
39,23,56
39,23,57
39,23,58
39,23,59
39,23,60
39,23,61
39,24,11
39,24,12
39,24,13
39,24,14
39,24,15
39,24,16
39,24,17
39,24,18
39,24,19
39,24,20
39,24,21
39,24,22
39,24,23
39,24,24
39,24,25
39,24,26
39,24,27
39,24,28
39,24,29
39,24,30
39,24,36
39,24,37
39,24,38
39,24,39
39,24,40
39,24,41
39,24,42
39,24,43
39,24,44
39,24,45
39,24,46
39,24,47
39,24,48
39,24,49
39,24,50
39,24,51
39,24,52
39,24,53
39,24,54
39,24,55
39,24,56
39,24,57
39,24,58
39,24,59
39,24,60
39,24,61
39,24,62
39,25,10
39,25,11
39,25,12
39,25,13
39,25,14
39,25,15
39,25,16
39,25,17
39,25,18
39,25,19
39,25,20
39,25,21
39,25,22
39,25,23
39,25,24
39,25,25
39,25,26
39,25,27
39,25,28
39,25,29
39,25,30
39,25,31
39,25,37
39,25,38
39,25,39
39,25,40
39,25,41
39,25,42
39,25,43
39,25,44
39,25,45
39,25,46
39,25,47
39,25,48
39,25,49
39,25,50
39,25,51
39,25,52
39,25,53
39,25,54
39,25,55
39,25,56
39,25,57
39,25,58
39,25,59
39,25,60
39,25,61
39,25,62
39,25,63
39,26,8
39,26,9
39,26,10
39,26,11
39,26,12
39,26,13
39,26,14
39,26,15
39,26,16
39,26,17
39,26,18
39,26,19
39,26,20
39,26,21
39,26,22
39,26,23
39,26,24
39,26,25
39,26,26
39,26,27
39,26,28
39,26,29
39,26,30
39,26,31
39,26,32
39,26,38
39,26,39
39,26,40
39,26,41
39,26,42
39,26,43
39,26,44
39,26,45
39,26,46
39,26,47
39,26,48
39,26,49
39,26,50
39,26,51
39,26,52
39,26,53
39,26,54
39,26,55
39,26,56
39,26,57
39,26,58
39,26,59
39,26,60
39,26,61
39,26,62
39,26,63
39,27,8
39,27,9
39,27,10
39,27,11
39,27,12
39,27,13
39,27,14
39,27,15
39,27,16
39,27,17
39,27,18
39,27,19
39,27,20
39,27,21
39,27,22
39,27,23
39,27,24
39,27,25
39,27,26
39,27,27
39,27,28
39,27,29
39,27,30
39,27,31
39,27,32
39,27,33
39,27,38
39,27,39
39,27,40
39,27,41
39,27,42
39,27,43
39,27,44
39,27,45
39,27,46
39,27,47
39,27,48
39,27,49
39,27,50
39,27,51
39,27,52
39,27,53
39,27,54
39,27,55
39,27,56
39,27,57
39,27,58
39,27,59
39,27,60
39,27,61
39,27,62
39,27,63
39,28,6
39,28,7
39,28,8
39,28,9
39,28,10
39,28,11
39,28,12
39,28,13
39,28,14
39,28,15
39,28,16
39,28,17
39,28,18
39,28,19
39,28,20
39,28,21
39,28,22
39,28,23
39,28,24
39,28,25
39,28,26
39,28,27
39,28,28
39,28,29
39,28,30
39,28,31
39,28,32
39,28,33
39,28,38
39,28,39
39,28,40
39,28,41
39,28,42
39,28,43
39,28,44
39,28,45
39,28,46
39,28,47
39,28,48
39,28,49
39,28,50
39,28,51
39,28,52
39,28,53
39,28,54
39,28,55
39,28,56
39,28,57
39,28,58
39,28,59
39,28,60
39,28,61
39,28,62
39,29,5
39,29,6
39,29,7
39,29,8
39,29,9
39,29,10
39,29,11
39,29,12
39,29,13
39,29,14
39,29,15
39,29,16
39,29,17
39,29,18
39,29,19
39,29,20
39,29,21
39,29,22
39,29,23
39,29,24
39,29,25
39,29,26
39,29,27
39,29,28
39,29,29
39,29,30
39,29,31
39,29,32
39,29,33
39,29,34
39,29,38
39,29,39
39,29,40
39,29,41
39,29,42
39,29,43
39,29,44
39,29,45
39,29,46
39,29,47
39,29,48
39,29,49
39,29,50
39,29,51
39,29,52
39,29,53
39,29,54
39,29,55
39,29,56
39,29,57
39,29,58
39,29,59
39,29,60
39,29,61
39,29,62
39,30,4
39,30,5
39,30,6
39,30,7
39,30,8
39,30,9
39,30,10
39,30,11
39,30,12
39,30,13
39,30,14
39,30,15
39,30,16
39,30,17
39,30,18
39,30,19
39,30,20
39,30,21
39,30,22
39,30,23
39,30,24
39,30,25
39,30,26
39,30,27
39,30,28
39,30,29
39,30,30
39,30,31
39,30,32
39,30,33
39,30,34
39,30,39
39,30,40
39,30,41
39,30,42
39,30,43
39,30,44
39,30,45
39,30,46
39,30,47
39,30,48
39,30,49
39,30,50
39,30,51
39,30,52
39,30,53
39,30,54
39,30,55
39,30,56
39,30,57
39,30,58
39,30,59
39,30,60
39,30,61
39,30,62
39,31,4
39,31,5
39,31,6
39,31,7
39,31,8
39,31,9
39,31,10
39,31,11
39,31,12
39,31,13
39,31,14
39,31,15
39,31,16
39,31,17
39,31,18
39,31,19
39,31,20
39,31,21
39,31,22
39,31,23
39,31,24
39,31,25
39,31,26
39,31,27
39,31,28
39,31,29
39,31,30
39,31,31
39,31,32
39,31,33
39,31,34
39,31,40
39,31,41
39,31,42
39,31,43
39,31,44
39,31,45
39,31,46
39,31,47
39,31,48
39,31,49
39,31,50
39,31,51
39,31,52
39,31,53
39,31,54
39,31,55
39,31,56
39,31,57
39,31,58
39,31,59
39,31,60
39,31,61
39,31,62
39,32,4
39,32,5
39,32,6
39,32,7
39,32,8
39,32,9
39,32,10
39,32,11
39,32,12
39,32,13
39,32,14
39,32,15
39,32,16
39,32,17
39,32,18
39,32,19
39,32,20
39,32,21
39,32,22
39,32,23
39,32,24
39,32,25
39,32,26
39,32,27
39,32,28
39,32,29
39,32,30
39,32,31
39,32,32
39,32,33
39,32,34
39,32,35
39,32,42
39,32,43
39,32,44
39,32,45
39,32,46
39,32,47
39,32,48
39,32,49
39,32,50
39,32,51
39,32,52
39,32,53
39,32,54
39,32,55
39,32,56
39,32,57
39,32,58
39,32,59
39,32,60
39,32,61
39,32,62
39,33,3
39,33,4
39,33,5
39,33,6
39,33,7
39,33,8
39,33,9
39,33,10
39,33,11
39,33,12
39,33,13
39,33,14
39,33,15
39,33,16
39,33,17
39,33,18
39,33,19
39,33,20
39,33,21
39,33,22
39,33,23
39,33,24
39,33,25
39,33,26
39,33,27
39,33,28
39,33,29
39,33,30
39,33,31
39,33,32
39,33,33
39,33,34
39,33,43
39,33,44
39,33,45
39,33,46
39,33,47
39,33,48
39,33,49
39,33,50
39,33,51
39,33,52
39,33,53
39,33,54
39,33,55
39,33,56
39,33,57
39,33,58
39,33,59
39,33,60
39,34,3
39,34,4
39,34,5
39,34,6
39,34,7
39,34,8
39,34,9
39,34,10
39,34,11
39,34,12
39,34,13
39,34,14
39,34,15
39,34,16
39,34,17
39,34,18
39,34,19
39,34,20
39,34,21
39,34,22
39,34,23
39,34,24
39,34,25
39,34,26
39,34,27
39,34,28
39,34,29
39,34,30
39,34,31
39,34,32
39,34,33
39,34,44
39,34,45
39,34,46
39,34,47
39,34,48
39,34,49
39,34,50
39,34,51
39,34,52
39,34,53
39,34,54
39,34,55
39,34,56
39,34,57
39,34,58
39,34,59
39,34,60
39,35,3
39,35,4
39,35,5
39,35,6
39,35,7
39,35,8
39,35,9
39,35,10
39,35,11
39,35,12
39,35,13
39,35,14
39,35,15
39,35,16
39,35,17
39,35,18
39,35,19
39,35,20
39,35,21
39,35,22
39,35,23
39,35,24
39,35,25
39,35,26
39,35,27
39,35,28
39,35,29
39,35,30
39,35,31
39,35,32
39,35,33
39,35,45
39,35,46
39,35,47
39,35,48
39,35,49
39,35,50
39,35,51
39,35,52
39,35,53
39,35,54
39,35,55
39,35,56
39,35,57
39,35,58
39,35,59
39,35,60
39,36,3
39,36,4
39,36,5
39,36,6
39,36,7
39,36,8
39,36,9
39,36,10
39,36,11
39,36,12
39,36,13
39,36,14
39,36,15
39,36,16
39,36,17
39,36,18
39,36,19
39,36,20
39,36,21
39,36,22
39,36,23
39,36,24
39,36,25
39,36,26
39,36,27
39,36,28
39,36,29
39,36,30
39,36,31
39,36,32
39,36,46
39,36,47
39,36,48
39,36,49
39,36,50
39,36,51
39,36,52
39,36,53
39,36,54
39,36,55
39,36,56
39,36,57
39,36,58
39,36,59
39,37,3
39,37,4
39,37,5
39,37,6
39,37,7
39,37,8
39,37,9
39,37,10
39,37,11
39,37,12
39,37,13
39,37,14
39,37,15
39,37,16
39,37,17
39,37,18
39,37,19
39,37,20
39,37,21
39,37,22
39,37,23
39,37,24
39,37,25
39,37,26
39,37,27
39,37,28
39,37,29
39,37,30
39,37,31
39,37,32
39,37,46
39,37,47
39,37,48
39,37,49
39,37,50
39,37,51
39,37,52
39,37,53
39,37,54
39,37,55
39,37,56
39,37,57
39,37,58
39,38,3
39,38,4
39,38,5
39,38,6
39,38,7
39,38,8
39,38,9
39,38,10
39,38,11
39,38,12
39,38,13
39,38,14
39,38,15
39,38,16
39,38,17
39,38,18
39,38,19
39,38,20
39,38,21
39,38,22
39,38,23
39,38,24
39,38,25
39,38,26
39,38,27
39,38,28
39,38,29
39,38,30
39,38,31
39,38,32
39,38,33
39,38,46
39,38,47
39,38,48
39,38,49
39,38,50
39,38,51
39,38,52
39,38,53
39,38,54
39,38,55
39,38,56
39,38,57
39,39,5
39,39,6
39,39,7
39,39,8
39,39,9
39,39,10
39,39,11
39,39,12
39,39,13
39,39,14
39,39,15
39,39,16
39,39,17
39,39,18
39,39,19
39,39,20
39,39,21
39,39,22
39,39,23
39,39,24
39,39,25
39,39,26
39,39,27
39,39,28
39,39,29
39,39,30
39,39,31
39,39,32
39,39,33
39,39,40
39,39,47
39,39,48
39,39,49
39,39,50
39,39,51
39,39,52
39,39,53
39,39,54
39,39,55
39,39,56
39,39,57
39,40,6
39,40,7
39,40,8
39,40,9
39,40,10
39,40,11
39,40,12
39,40,13
39,40,14
39,40,15
39,40,16
39,40,17
39,40,18
39,40,19
39,40,20
39,40,21
39,40,22
39,40,23
39,40,24
39,40,25
39,40,26
39,40,27
39,40,28
39,40,29
39,40,30
39,40,31
39,40,32
39,40,33
39,40,34
39,40,40
39,40,41
39,40,42
39,40,47
39,40,48
39,40,49
39,40,50
39,40,51
39,40,52
39,40,53
39,40,54
39,40,55
39,40,56
39,40,57
39,41,7
39,41,8
39,41,9
39,41,10
39,41,11
39,41,12
39,41,13
39,41,14
39,41,20
39,41,21
39,41,25
39,41,26
39,41,27
39,41,28
39,41,29
39,41,30
39,41,31
39,41,32
39,41,33
39,41,34
39,41,35
39,41,41
39,41,42
39,41,43
39,41,48
39,41,49
39,41,50
39,41,51
39,41,52
39,41,53
39,41,54
39,41,55
39,41,56
39,42,8
39,42,9
39,42,10
39,42,11
39,42,26
39,42,27
39,42,28
39,42,29
39,42,30
39,42,31
39,42,32
39,42,33
39,42,34
39,42,35
39,42,36
39,42,37
39,42,40
39,42,41
39,42,42
39,42,43
39,42,48
39,42,49
39,42,50
39,42,51
39,42,52
39,42,53
39,42,54
39,42,55
39,42,56
39,43,9
39,43,28
39,43,29
39,43,30
39,43,31
39,43,32
39,43,33
39,43,34
39,43,35
39,43,36
39,43,37
39,43,38
39,43,39
39,43,40
39,43,41
39,43,42
39,43,43
39,43,44
39,43,48
39,43,49
39,43,50
39,43,51
39,43,52
39,43,53
39,43,54
39,43,55
39,43,56
39,44,31
39,44,32
39,44,33
39,44,34
39,44,35
39,44,36
39,44,37
39,44,38
39,44,39
39,44,40
39,44,41
39,44,42
39,44,43
39,44,44
39,44,48
39,44,49
39,44,50
39,44,51
39,44,52
39,44,53
39,44,54
39,44,55
39,44,56
39,45,32
39,45,33
39,45,34
39,45,35
39,45,36
39,45,37
39,45,38
39,45,39
39,45,40
39,45,41
39,45,42
39,45,43
39,45,44
39,45,49
39,45,50
39,45,51
39,45,52
39,45,53
39,45,54
39,45,55
39,45,56
39,46,33
39,46,34
39,46,35
39,46,36
39,46,37
39,46,38
39,46,39
39,46,40
39,46,41
39,46,42
39,46,43
39,46,44
39,46,49
39,46,50
39,46,51
39,46,52
39,46,53
39,46,54
39,46,55
39,46,56
39,47,33
39,47,34
39,47,35
39,47,36
39,47,37
39,47,38
39,47,39
39,47,40
39,47,43
39,47,44
39,47,49
39,47,50
39,47,51
39,47,52
39,47,53
39,47,54
39,47,55
39,47,56
39,48,33
39,48,34
39,48,35
39,48,36
39,48,37
39,48,38
39,48,39
39,48,43
39,48,44
39,48,49
39,48,50
39,48,51
39,48,52
39,48,53
39,48,54
39,48,55
39,48,56
39,48,57
39,49,30
39,49,31
39,49,32
39,49,33
39,49,34
39,49,35
39,49,36
39,49,37
39,49,38
39,49,39
39,49,43
39,49,44
39,49,45
39,49,49
39,49,50
39,49,51
39,49,52
39,49,53
39,49,54
39,49,55
39,49,56
39,49,57
39,50,29
39,50,30
39,50,31
39,50,32
39,50,33
39,50,34
39,50,35
39,50,36
39,50,37
39,50,38
39,50,39
39,50,43
39,50,44
39,50,45
39,50,49
39,50,50
39,50,51
39,50,52
39,50,53
39,50,54
39,50,55
39,50,56
39,50,57
39,51,29
39,51,30
39,51,31
39,51,32
39,51,33
39,51,34
39,51,35
39,51,36
39,51,37
39,51,38
39,51,43
39,51,44
39,51,45
39,51,49
39,51,50
39,51,51
39,51,52
39,51,53
39,51,54
39,51,55
39,51,56
39,52,30
39,52,31
39,52,32
39,52,33
39,52,34
39,52,35
39,52,36
39,52,37
39,52,42
39,52,43
39,52,44
39,52,45
39,52,49
39,52,50
39,52,51
39,52,52
39,52,53
39,52,54
39,52,55
39,52,56
39,53,31
39,53,32
39,53,33
39,53,34
39,53,35
39,53,36
39,53,37
39,53,40
39,53,41
39,53,42
39,53,43
39,53,44
39,53,45
39,53,48
39,53,49
39,53,50
39,53,51
39,53,52
39,53,53
39,53,54
39,53,55
39,53,56
39,53,57
39,54,32
39,54,33
39,54,34
39,54,35
39,54,36
39,54,37
39,54,38
39,54,39
39,54,40
39,54,41
39,54,42
39,54,43
39,54,44
39,54,45
39,54,48
39,54,49
39,54,50
39,54,51
39,54,52
39,54,53
39,54,54
39,54,55
39,54,56
39,54,57
39,54,58
39,55,32
39,55,33
39,55,34
39,55,35
39,55,36
39,55,37
39,55,38
39,55,39
39,55,40
39,55,41
39,55,42
39,55,43
39,55,44
39,55,45
39,55,48
39,55,49
39,55,50
39,55,51
39,55,52
39,55,53
39,55,54
39,55,55
39,55,56
39,55,57
39,56,33
39,56,34
39,56,35
39,56,36
39,56,37
39,56,38
39,56,39
39,56,40
39,56,41
39,56,42
39,56,43
39,56,44
39,56,45
39,56,47
39,56,48
39,56,49
39,56,50
39,56,51
39,56,52
39,56,53
39,56,54
39,56,55
39,56,56
39,57,33
39,57,34
39,57,35
39,57,36
39,57,37
39,57,38
39,57,39
39,57,40
39,57,41
39,57,42
39,57,43
39,57,44
39,57,45
39,57,46
39,57,47
39,57,48
39,57,49
39,57,50
39,57,51
39,57,52
39,57,53
39,57,54
39,57,55
39,57,56
39,58,33
39,58,34
39,58,35
39,58,36
39,58,37
39,58,38
39,58,39
39,58,40
39,58,41
39,58,42
39,58,43
39,58,44
39,58,45
39,58,46
39,58,47
39,58,48
39,58,49
39,58,50
39,58,51
39,58,52
39,58,53
39,58,54
39,58,55
39,58,56
39,59,34
39,59,35
39,59,36
39,59,37
39,59,38
39,59,39
39,59,40
39,59,41
39,59,42
39,59,43
39,59,44
39,59,45
39,59,46
39,59,47
39,59,48
39,59,49
39,59,50
39,59,51
39,59,52
39,59,53
39,59,54
39,59,55
39,59,56
39,60,34
